project, status, reproducibleVariants, nonReproducibleVariants, stars
ggwp, Fully Reproducible, ['all'], [], -1
scalesec-gcp-workload-identity, Fully Reproducible, ['all'], [], -1
removebg, Fully Reproducible, ['all'], [], -1
duckling, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'timezone'; 'umask'], ['time'], -1
xmlschema, Fully Reproducible, ['all'], [], -1
roguehostapd, Not Reproducible, [], ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
google-ads, Fully Reproducible, ['all'], [], -1
coolname, Fully Reproducible, ['all'], [], -1
djangocms-teaser, Fully Reproducible, ['all'], [], -1
dwave-hybrid, Fully Reproducible, ['all'], [], -1
alertlogicapi, Partially Reproducible, ['environment'; 'build_path'; 'user_group'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'timezone'; 'umask'], ['time'], -1
inyourface, Fully Reproducible, ['all'], [], -1
