project, status, reproducibleVariants, nonReproducibleVariants, stars
aiogtts, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 7
aiogtts, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 7
aiohttp-retry, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'], ['environment'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], 192
aionotify, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'exec_path'], ['build_path'; 'home'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], 115
albumentations, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], 12261
ansible-lint, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'locales'], ['build_path'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 0
antidote, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'exec_path'], ['environment'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], 84
apiclient, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'home'; 'locales'; 'time'; 'umask'], 87
argo-models, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'exec_path'; 'timezone'], ['build_path'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'umask'], 8
attrs-strict, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 47
backports-tempfile, Not Reproducible, ['user_group.available+=builduser:builduser'; 'time'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'timezone'; 'umask'], -1
based-latex, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'exec_path'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'time'; 'umask'], -1
beerbolaget, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
bgtasks, Not Reproducible, ['user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
bpmn-rpa, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'locales'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
cachy, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
celery-progress, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
ceph-deploy, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'exec_path'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], -1
cg, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
chaid, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'], ['environment'; 'home'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
choice, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'locales'], ['build_path'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
cocotbext-uart, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'locales'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
collective-solr, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
colour-runner, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
commonmark, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
connection, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
css-parser, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'locales'; 'timezone'], ['build_path'; 'home'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
cssselect, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
cwltest, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'; 'timezone'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
dataclasses-json, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'; 'timezone'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
dbnd-airflow-monitor, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'], ['environment'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
decopt, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
decorating, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
descarteslabs, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'umask'], -1
device-detector, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
dgl-cu111, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'exec_path'], ['environment'; 'home'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], -1
discord-py-self, Not Reproducible, ['user_group.available+=builduser:builduser'; 'exec_path'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], -1
distro, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
django-health-check, Not Reproducible, ['user_group.available+=builduser:builduser'; 'time'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'timezone'; 'umask'], -1
django-pagination-fork, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'locales'], ['build_path'; 'fileordering'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
django-python3-ldap, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
django-qsstats-magic, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'], ['build_path'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], -1
django-rest-framework-social-oauth2, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
django-simple-captcha, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'locales'; 'timezone'], ['environment'; 'build_path'; 'home'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
django-sso-app, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'exec_path'], ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], -1
django-stubs, Not Reproducible, ['user_group.available+=builduser:builduser'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'umask'], -1
django-useragents, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
djangocms-helper, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'locales'], ['build_path'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
docker-registry-client, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'locales'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
dotscience, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
dqsegdb2, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
drf-api-tracking, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
dss-python, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'exec_path'], ['build_path'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], -1
durationpy, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'umask'], -1
easyserializer, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
edx-sphinx-theme, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
email-validator, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'locales'], ['build_path'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
eml-parser, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
endesive, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'kernel'], ['build_path'; 'fileordering'; 'home'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
environs, Not Reproducible, ['user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
example-pkg-naturalett, Not Reproducible, ['user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], -1
fastbpe, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
fiftyone, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
filesystems, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
flake8-2020, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
flake8-html, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
flask-logging-extras, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'home'; 'locales'; 'time'; 'umask'], -1
flax, Not Reproducible, ['user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
func-timeout, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
fx-crash-sig, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
georss-ign-sismologia-client, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
getit, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
google-pasta, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'], ['build_path'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], -1
googleauthentication, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 0
gs-dmarc, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 1
hap-python, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], 539
haversine, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'locales'], ['build_path'; 'fileordering'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 263
hdrpy, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'home'; 'locales'; 'time'; 'umask'], -1
honeybee-radiance-folder, Fully Reproducible, ['all'], [], 0
html-slacker, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'], ['build_path'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], 16
html-text, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], 118
httplib2, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'; 'timezone'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'umask'], 469
ib-insync, Fully Reproducible, ['all'], [], 2235
intake, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'umask'], -1
intervals, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
isbnlib, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'locales'; 'timezone'], ['environment'; 'build_path'; 'home'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
jinja2-pluralize, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
json-rpc, Not Reproducible, ['user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
json2object, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'], ['build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
jupyter-ui-poll, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
jupyters3, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
juriscraper, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
keymaker, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
mamonsu, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'umask'], -1
mantarray-waveform-analysis, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
mbed-os-tools, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'locales'; 'timezone'], ['environment'; 'build_path'; 'home'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
mega-py, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
mixpanel-py, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
mmcls, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
moodyeth, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'], ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
msal, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'locales'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
mtwaffle, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'home'; 'locales'; 'time'; 'umask'], -1
nameparser, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
nanoplot, Not Reproducible, ['user_group.available+=builduser:builduser'; 'home'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'umask'], -1
nathanjamestoolbox, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
notion, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
openpyxl-templates, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'], ['build_path'; 'fileordering'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], -1
parallel-ssh, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'locales'; 'timezone'], ['environment'; 'build_path'; 'home'; 'kernel'; 'exec_path'; 'time'; 'umask'], -1
pillow-pil, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
plone-app-locales, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
plyara, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
prestige-irc, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'home'; 'locales'; 'time'; 'umask'], -1
prettierfier, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'exec_path'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'time'; 'umask'], -1
products-genericsetup, Not Reproducible, ['user_group.available+=builduser:builduser'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'umask'], -1
protobuf3-to-dict, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'], ['build_path'; 'home'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
py-nextbusnext, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
py-rouge, Not Reproducible, ['user_group.available+=builduser:builduser'; 'locales'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pyboy, Not Reproducible, ['user_group.available+=builduser:builduser'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pycontrol4, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'home'; 'locales'; 'time'; 'umask'], -1
pycpd, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'], ['environment'; 'fileordering'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], -1
pydoe2, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pyformat, Not Reproducible, ['user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
pyiso, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'], ['build_path'; 'home'; 'locales'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pylightxl, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'locales'], ['environment'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pylodstorage, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'], ['environment'; 'fileordering'; 'home'; 'locales'; 'time'; 'timezone'; 'umask'], -1
pymiscutils, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'locales'], ['environment'; 'home'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pymovie, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'exec_path'], ['build_path'; 'fileordering'; 'kernel'; 'locales'; 'time'; 'timezone'; 'umask'], -1
pynmea2, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['environment'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pyramid-swagger, Not Reproducible, ['user_group.available+=builduser:builduser'; 'exec_path'; 'timezone'], ['environment'; 'build_path'; 'fileordering'; 'home'; 'kernel'; 'locales'; 'time'; 'umask'], -1
pyrebase4, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['build_path'; 'fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pysigset, Not Reproducible, ['build_path'; 'user_group.available+=builduser:builduser'; 'kernel'; 'exec_path'; 'timezone'], ['environment'; 'fileordering'; 'home'; 'locales'; 'time'; 'umask'], -1
pysocks, Not Reproducible, ['environment'; 'build_path'; 'user_group.available+=builduser:builduser'; 'home'; 'locales'], ['fileordering'; 'kernel'; 'exec_path'; 'time'; 'timezone'; 'umask'], -1
pyspeedtest, Not Reproducible, ['environment'; 'user_group.available+=builduser:builduser'; 'fileordering'; 'kernel'; 'exec_path'; 'timezone'], ['build_path'; 'home'; 'locales'; 'time'; 'umask'], -1
