projectName,URL,slug
pytest-failed-to-verify,https://github.com/gastrofix-gmbh/pytest-failed-to-verify,gastrofix-gmbh/pytest-failed-to-verify
pytest-faker,https://github.com/pytest-dev/pytest-faker,pytest-dev/pytest-faker
pytest-faulthandler,https://github.com/pytest-dev/pytest-faulthandler,pytest-dev/pytest-faulthandler
pytest-fixture-config,https://github.com/manahl/pytest-plugins,manahl/pytest-plugins
pytest-fixtures,https://github.com/maxzheng/pytest-fixtures,maxzheng/pytest-fixtures
pytest-flake8,https://github.com/tholo/pytest-flake8,tholo/pytest-flake8
pytest-flakefinder,https://github.com/dropbox/pytest-flakefinder,dropbox/pytest-flakefinder
pytest-flakes,https://github.com/asmeurer/pytest-flakes,asmeurer/pytest-flakes
pytest-flaptastic,https://github.com/FlaptasticApps/pytest-flaptastic,FlaptasticApps/pytest-flaptastic
pytest-flask,https://github.com/pytest-dev/pytest-flask,pytest-dev/pytest-flask
pytest-flask-sqlalchemy,https://github.com/jeancochrane/pytest-flask-sqlalchemy,jeancochrane/pytest-flask-sqlalchemy
pytest-forked,https://github.com/pytest-dev/pytest-forked,pytest-dev/pytest-forked
pytest-freezegun,https://github.com/ktosiek/pytest-freezegun,ktosiek/pytest-freezegun
pytest-github-actions-annotate-failures,https://github.com/utgwkk/pytest-github-actions-annotate-failures,utgwkk/pytest-github-actions-annotate-failures
pytest-harvest,https://github.com/smarie/python-pytest-harvest,smarie/python-pytest-harvest
pytest-helpers-namespace,https://github.com/saltstack/pytest-helpers-namespace,saltstack/pytest-helpers-namespace
pytest-html,https://github.com/pytest-dev/pytest-html,pytest-dev/pytest-html
pytest-html-reporter,https://github.com/prashanth-sams/pytest-html-reporter,prashanth-sams/pytest-html-reporter
pytest-httpbin,https://github.com/kevin1024/pytest-httpbin,kevin1024/pytest-httpbin
pytest-httpserver,https://github.com/csernazs/pytest-httpserver,csernazs/pytest-httpserver
pytest-icdiff,https://github.com/hjwp/pytest-icdiff,hjwp/pytest-icdiff
pytest-instafail,https://github.com/pytest-dev/pytest-instafail,pytest-dev/pytest-instafail
pytest-integration,https://github.com/jbwdevries/pytest-integration,jbwdevries/pytest-integration
pytest-interactive,https://github.com/tgoodlet/pytest-interactive,tgoodlet/pytest-interactive
pytest-invenio,https://github.com/inveniosoftware/pytest-invenio,inveniosoftware/pytest-invenio
pytest-json,https://github.com/mattcl/pytest-json,mattcl/pytest-json
pytest-json-report,https://github.com/numirias/pytest-json-report,numirias/pytest-json-report
pytest-lazy-fixture,https://github.com/tvorog/pytest-lazy-fixture,tvorog/pytest-lazy-fixture
pytest-live,https://github.com/adiralashiva8/pytest-live-results,adiralashiva8/pytest-live-results
pytest-localserver,https://github.com/pytest-dev/pytest-localserver,pytest-dev/pytest-localserver
pytest-logger,https://github.com/aurzenligl/pytest-logger,aurzenligl/pytest-logger
pytest-logging,https://github.com/saltstack/pytest-logging,saltstack/pytest-logging
pytest-mccabe,https://github.com/The-Compiler/pytest-mccabe,The-Compiler/pytest-mccabe
pytest-metadata,https://github.com/pytest-dev/pytest-metadata,pytest-dev/pytest-metadata
pytest-mock,https://github.com/pytest-dev/pytest-mock/,pytest-dev/pytest-mock
pytest-mock-resources,https://github.com/schireson/pytest-mock-resources,schireson/pytest-mock-resources
pytest-mockito,https://github.com/kaste/pytest-mockito,kaste/pytest-mockito
pytest-mongodb,https://github.com/mdomke/pytest-mongodb,mdomke/pytest-mongodb
pytest-mpl,https://github.com/matplotlib/pytest-mpl,matplotlib/pytest-mpl
pytest-mproc,https://github.com/nak/pytest_mproc,nak/pytest_mproc
pytest-mypy,https://github.com/dbader/pytest-mypy,dbader/pytest-mypy
pytest-mypy-plugins,https://github.com/TypedDjango/pytest-mypy-plugins,TypedDjango/pytest-mypy-plugins
pytest-needle,https://github.com/jlane9/pytest-needle,jlane9/pytest-needle
pytest-notifier,https://github.com/ratson/pytest-notifier,ratson/pytest-notifier
pytest-nunit,https://github.com/pytest-dev/pytest-nunit,pytest-dev/pytest-nunit
pytest-only,https://github.com/theY4Kman/pytest-only,theY4Kman/pytest-only
pytest-openfiles,https://github.com/astropy/pytest-openfiles,astropy/pytest-openfiles
pytest-order,https://github.com/pytest-dev/pytest-order,pytest-dev/pytest-order
pytest-ordering,https://github.com/ftobia/pytest-ordering,ftobia/pytest-ordering
pytest-parallel,https://github.com/browsertron/pytest-parallel,browsertron/pytest-parallel
pytest-parametrization,https://github.com/singular-labs/parametrization,singular-labs/parametrization
pytest-patches,https://github.com/envoyproxy/pytooling/tree/main/pytest-patches,envoyproxy/pytooling
pytest-pgsql,https://github.com/CloverHealth/pytest-pgsql,CloverHealth/pytest-pgsql
pytest-picked,https://github.com/anapaulagomes/pytest-picked,anapaulagomes/pytest-picked
pytest-playwright,https://github.com/microsoft/playwright-pytest,microsoft/playwright-pytest
pytest-plus,https://github.com/pycontribs/pytest-plus,pycontribs/pytest-plus
pytest-postgresql,https://github.com/ClearcodeHQ/pytest-postgresql,ClearcodeHQ/pytest-postgresql
pytest-print,https://github.com/pytest-dev/pytest-print#pytest-print,pytest-dev/pytest-print#pytest-print
pytest-profiling,https://github.com/manahl/pytest-plugins,manahl/pytest-plugins
pytest-progress,https://github.com/ssrikanta/pytest-progress,ssrikanta/pytest-progress
pytest-pspec,https://github.com/gowtham-sai/pytest-pspec,gowtham-sai/pytest-pspec
pytest-pudb,https://github.com/wronglink/pytest-pudb,wronglink/pytest-pudb
pytest-pycharm,https://github.com/jlubcke/pytest-pycharm,jlubcke/pytest-pycharm
pytest-pycodestyle,https://github.com/henry0312/pytest-pycodestyle,henry0312/pytest-pycodestyle
pytest-pydocstyle,https://github.com/henry0312/pytest-pydocstyle,henry0312/pytest-pydocstyle
pytest-pylint,https://github.com/carsongee/pytest-pylint,carsongee/pytest-pylint
pytest-pythonpath,https://github.com/bigsassy/pytest-pythonpath,bigsassy/pytest-pythonpath
pytest-quickcheck,https://github.com/t2y/pytest-quickcheck,t2y/pytest-quickcheck
pytest-raises,https://github.com/Authentise/pytest-raises,Authentise/pytest-raises
pytest-random,https://github.com/klrmn/pytest-random,klrmn/pytest-random
pytest-random-order,https://github.com/jbasko/pytest-random-order,jbasko/pytest-random-order
pytest-randomly,https://github.com/pytest-dev/pytest-randomly,pytest-dev/pytest-randomly
pytest-readme,https://github.com/boxed/pytest-readme,boxed/pytest-readme
pytest-recording,https://github.com/kiwicom/pytest-recording,kiwicom/pytest-recording
pytest-redis,https://github.com/ClearcodeHQ/pytest-redis,ClearcodeHQ/pytest-redis
pytest-regressions,https://github.com/ESSS/pytest-regressions,ESSS/pytest-regressions
pytest-remotedata,https://github.com/astropy/pytest-remotedata,astropy/pytest-remotedata
pytest-remove-stale-bytecode,https://github.com/gocept/pytest-remove-stale-bytecode/,gocept/pytest-remove-stale-bytecode
pytest-reorder,https://github.com/not-raspberry/pytest_reorder,not-raspberry/pytest_reorder
pytest-repeat,https://github.com/pytest-dev/pytest-repeat,pytest-dev/pytest-repeat
pytest-replay,https://github.com/ESSS/pytest-replay,ESSS/pytest-replay
pytest-reporter,https://github.com/christiansandberg/pytest-reporter,christiansandberg/pytest-reporter
pytest-reporter-html1,https://github.com/christiansandberg/pytest-reporter-html1,christiansandberg/pytest-reporter-html1
pytest-reportlog,https://github.com/pytest-dev/pytest-reportlog,pytest-dev/pytest-reportlog
pytest-reportportal,https://github.com/reportportal/agent-python-pytest,reportportal/agent-python-pytest
pytest-reraise,https://github.com/bjoluc/pytest-reraise,bjoluc/pytest-reraise
pytest-rerunfailures,https://github.com/pytest-dev/pytest-rerunfailures,pytest-dev/pytest-rerunfailures
pytest-responses,https://github.com/getsentry/pytest-responses,getsentry/pytest-responses
pytest-reverse,https://github.com/adamchainz/pytest-reverse,adamchainz/pytest-reverse
pytest-runner,https://github.com/pytest-dev/pytest-runner/,pytest-dev/pytest-runner
pytest-salt,https://github.com/saltstack/pytest-salt,saltstack/pytest-salt
pytest-salt-factories,https://github.com/saltstack/pytest-salt-factories,saltstack/pytest-salt-factories
pytest-salt-runtests-bridge,https://github.com/saltstack/pytest-salt-runtests-bridge,saltstack/pytest-salt-runtests-bridge
pytest-sanic,https://github.com/yunstanford/pytest-sanic,yunstanford/pytest-sanic
pytest-sbase,https://github.com/seleniumbase/SeleniumBase,seleniumbase/SeleniumBase
pytest-schema,https://github.com/codedawi/pytest-schema,codedawi/pytest-schema
pytest-select,https://github.com/ulope/pytest-select,ulope/pytest-select
pytest-selenium,https://github.com/pytest-dev/pytest-selenium,pytest-dev/pytest-selenium
pytest-seleniumbase,https://github.com/seleniumbase/SeleniumBase,seleniumbase/SeleniumBase
pytest-sentry,https://github.com/untitaker/pytest-sentry,untitaker/pytest-sentry
pytest-services,https://github.com/pytest-dev/pytest-services,pytest-dev/pytest-services
pytest-shard,https://github.com/AdamGleave/pytest-shard,AdamGleave/pytest-shard
pytest-shutil,https://github.com/manahl/pytest-plugins,manahl/pytest-plugins
pytest-slack,https://github.com/pytest-dev/pytest-slack,pytest-dev/pytest-slack
pytest-snail,https://github.com/hackebrot/pytest-snail,hackebrot/pytest-snail
pytest-snapshot,https://github.com/joseph-roitman/pytest-snapshot,joseph-roitman/pytest-snapshot
pytest-spark,https://github.com/malexer/pytest-spark,malexer/pytest-spark
pytest-spec,https://github.com/pchomik/pytest-spec,pchomik/pytest-spec
pytest-splinter,https://github.com/pytest-dev/pytest-splinter,pytest-dev/pytest-splinter
pytest-split-tests,https://github.com/wchill/pytest-split-tests,wchill/pytest-split-tests
pytest-steps,https://github.com/smarie/python-pytest-steps,smarie/python-pytest-steps
pytest-stub,https://github.com/idlesign/pytest-stub,idlesign/pytest-stub
pytest-subtests,https://github.com/pytest-dev/pytest-subtests,pytest-dev/pytest-subtests
pytest-tap,https://github.com/python-tap/pytest-tap,python-tap/pytest-tap
pytest-tempdir,https://github.com/saltstack/pytest-tempdir,saltstack/pytest-tempdir
pytest-test-groups,https://github.com/mark-adams/pytest-test-groups,mark-adams/pytest-test-groups
pytest-testconfig,https://github.com/wojole/pytest-testconfig,wojole/pytest-testconfig
pytest-testdox,https://github.com/renanivo/pytest-testdox,renanivo/pytest-testdox
pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,pytest-dev/pytest-testinfra
pytest-timeout,https://github.com/pytest-dev/pytest-timeout,pytest-dev/pytest-timeout
pytest-timeouts,https://github.com/Scony/pytest-timeouts,Scony/pytest-timeouts
pytest-tornado,https://github.com/eugeniy/pytest-tornado,eugeniy/pytest-tornado
pytest-tornasync,https://github.com/eukaryote/pytest-tornasync,eukaryote/pytest-tornasync
pytest-travis-fold,https://github.com/abusalimov/pytest-travis-fold,abusalimov/pytest-travis-fold
pytest-trio,https://github.com/python-trio/pytest-trio,python-trio/pytest-trio
pytest-twisted,https://github.com/pytest-dev/pytest-twisted,pytest-dev/pytest-twisted
pytest-unordered,https://github.com/utapyngo/pytest-unordered,utapyngo/pytest-unordered
pytest-variables,https://github.com/pytest-dev/pytest-variables,pytest-dev/pytest-variables
pytest-vcr,https://github.com/ktosiek/pytest-vcr,ktosiek/pytest-vcr
pytest-venv,https://github.com/mmerickel/pytest-venv,mmerickel/pytest-venv
pytest-verbose-parametrize,https://github.com/manahl/pytest-plugins,manahl/pytest-plugins
pytest-virtualenv,https://github.com/manahl/pytest-plugins,manahl/pytest-plugins
pytest-xdist,https://github.com/pytest-dev/pytest-xdist,pytest-dev/pytest-xdist
pytest-xprocess,https://github.com/pytest-dev/pytest-xprocess/,pytest-dev/pytest-xprocess
pytest-xvfb,https://github.com/The-Compiler/pytest-xvfb,The-Compiler/pytest-xvfb
pytestutils,https://github.com/zancas/testutils-python,zancas/testutils-python
pytfiac,https://github.com/fredrike/pytfiac,fredrike/pytfiac
pytgcalls,https://github.com/MarshalX/tgcalls,MarshalX/tgcalls
pythainlp,https://github.com/PyThaiNLP/pythainlp,PyThaiNLP/pythainlp
pythena,https://github.com/chrispruitt/pythena,chrispruitt/pythena
pythfinder,https://github.com/matthew-hale/pythfinder,matthew-hale/pythfinder
python-aiml,https://github.com/paulovn/python-aiml,paulovn/python-aiml
python-airzone,https://github.com/gpulido/python-airzone,gpulido/python-airzone
python-anticaptcha,https://github.com/ad-m/python-anticaptcha,ad-m/python-anticaptcha
python-appengine,https://github.com/optimizely/python-appengine,optimizely/python-appengine
python-arango,https://github.com/ArangoDB-Community/python-arango,ArangoDB-Community/python-arango
python-archive,https://github.com/gdub/python-archive,gdub/python-archive
python-arptable,https://github.com/XayOn/python_arptable,XayOn/python_arptable
python-arq,https://github.com/thehamkercat/Python_ARQ,thehamkercat/Python_ARQ
python-awair,https://github.com/ahayworth/python_awair,ahayworth/python_awair
python-axolotl,https://github.com/tgalal/python-axolotl,tgalal/python-axolotl
python-barcode,https://github.com/WhyNotHugo/python-barcode,WhyNotHugo/python-barcode
python-baseconv,https://github.com/semente/python-baseconv,semente/python-baseconv
python-benedict,https://github.com/fabiocaccamo/python-benedict,fabiocaccamo/python-benedict
python-bidi,https://github.com/MeirKriheli/python-bidi,MeirKriheli/python-bidi
python-binance,https://github.com/sammchardy/python-binance,sammchardy/python-binance
python-binary-memcached,https://github.com/jaysonsantos/python-binary-memcached,jaysonsantos/python-binary-memcached
python-bitcoinlib,https://github.com/petertodd/python-bitcoinlib,petertodd/python-bitcoinlib
python-bogus-project-honeypot,https://github.com/benjaoming/python-bogus-project-honeypot,benjaoming/python-bogus-project-honeypot
python-box,https://github.com/cdgriffith/Box,cdgriffith/Box
python-bsonjs,https://github.com/mongodb-labs/python-bsonjs,mongodb-labs/python-bsonjs
python-bugzilla,https://github.com/python-bugzilla/python-bugzilla,python-bugzilla/python-bugzilla
python-can,https://github.com/hardbyte/python-can,hardbyte/python-can
python-card-me,https://github.com/tBaxter/python-card-me,tBaxter/python-card-me
python-cas,https://github.com/python-cas/python-cas,python-cas/python-cas
python-cdb,https://github.com/acg/python-cdb,acg/python-cdb
python-chess,https://github.com/niklasf/python-chess,niklasf/python-chess
python-circuit,https://github.com/edgeware/python-circuit,edgeware/python-circuit
python-cjson,https://github.com/AGProjects/python-cjson,AGProjects/python-cjson
python-clu,https://github.com/fish2000/clu,fish2000/clu
python-configuration,https://github.com/tr11/python-configuration,tr11/python-configuration
python-constraint,https://github.com/python-constraint/python-constraint,python-constraint/python-constraint
python-consul,https://github.com/cablehead/python-consul,cablehead/python-consul
python-consul2,https://github.com/poppyred/python-consul2,poppyred/python-consul2
python-crfsuite,https://github.com/scrapinghub/python-crfsuite,scrapinghub/python-crfsuite
python-csv,https://github.com/jasontrigg0/python-csv,jasontrigg0/python-csv
python-daemon-3k,https://github.com/jbvsmo/python-daemon,jbvsmo/python-daemon
python-datamatrix,https://github.com/smathot/python-datamatrix,smathot/python-datamatrix
python-datamuse,https://github.com/gmarmstrong/python-datamuse,gmarmstrong/python-datamuse
python-datauri,https://github.com/fcurella/python-datauri/,fcurella/python-datauri
python-datemath,https://github.com/nickmaccarthy/python-datemath,nickmaccarthy/python-datemath
python-dateutil,https://github.com/dateutil/dateutil,dateutil/dateutil
python-dbusmock,https://github.com/martinpitt/python-dbusmock,martinpitt/python-dbusmock
python-deprecated,https://github.com/vrcmarcos/python-deprecated,vrcmarcos/python-deprecated
python-dev-docker-project,https://github.com/gtesei/Patterns_for_Continuous_Integration_Docker_Travis_CI_2_DEV,gtesei/Patterns_for_Continuous_Integration_Docker_Travis_CI_2_DEV
python-dev-tools,https://github.com/vpoulailleau/python-dev-tools,vpoulailleau/python-dev-tools
python-didl-lite,https://github.com/StevenLooman/python-didl-lite,StevenLooman/python-didl-lite
python-digitalocean,https://github.com/koalalorenzo/python-digitalocean,koalalorenzo/python-digitalocean
python-doc-inherit,https://github.com/kavdev/python-doc-inherit/,kavdev/python-doc-inherit
python-docs-theme,https://github.com/python/python-docs-theme/,python/python-docs-theme
python-docutils-graphviz,https://github.com/liuyug/python-docutils-graphviz.git,liuyug/python-docutils-graphviz
python-docx,https://github.com/python-openxml/python-docx,python-openxml/python-docx
python-dotenv,https://github.com/theskumar/python-dotenv,theskumar/python-dotenv
python-dp,https://github.com/OpenMined/PyDP,OpenMined/PyDP
python-dummy,https://github.com/JarryShaw/pypi,JarryShaw/pypi
python-dxf,https://github.com/davedoesdev/dxf,davedoesdev/dxf
python-dynamodb-lock,https://github.com/mohankishore/python_dynamodb_lock,mohankishore/python_dynamodb_lock
python-dynamodb-lock-whatnick,https://github.com/whatnick/python_dynamodb_lock,whatnick/python_dynamodb_lock
python-easyconfig,https://github.com/RussellLuo/easyconfig,RussellLuo/easyconfig
python-ecobee-api,https://github.com/nkgilley/python-ecobee-api,nkgilley/python-ecobee-api
python-editor,https://github.com/fmoo/python-editor,fmoo/python-editor
python-engineio,https://github.com/miguelgrinberg/python-engineio,miguelgrinberg/python-engineio
python-eq3bt,https://github.com/rytilahti/python-eq3bt.git,rytilahti/python-eq3bt
python-ev3dev,https://github.com/rhempel/ev3dev-lang-python,rhempel/ev3dev-lang-python
python-evtx,https://github.com/williballenthin/python-evtx,williballenthin/python-evtx
python-ffmpeg,https://github.com/jonghwanhyeon/python-ffmpeg,jonghwanhyeon/python-ffmpeg
python-fly,https://github.com/ministryofjustice/python-fly,ministryofjustice/python-fly
python-foreman,https://github.com/david-caro/python-foreman,david-caro/python-foreman
python-framework,https://github.com/SamuelJansen/python_framework/,SamuelJansen/python_framework
python-freshdesk,https://github.com/sjkingo/python-freshdesk,sjkingo/python-freshdesk
python-frontmatter,https://github.com/eyeseast/python-frontmatter,eyeseast/python-frontmatter
python-fsutil,https://github.com/fabiocaccamo/python-fsutil,fabiocaccamo/python-fsutil
python-gc100,https://github.com/davegravy/python-gc100,davegravy/python-gc100
python-gdcm,https://github.com/tfmoraes/python-gdcm/,tfmoraes/python-gdcm
python-geoip-geolite2-yplan,https://github.com/YPlan/python-geoip/tree/master/geolite2,YPlan/python-geoip
python-geoip-python3,https://github.com/richardasaurus/python-geoip-python3,richardasaurus/python-geoip-python3
python-gflags,https://github.com/google/python-gflags,google/python-gflags
python-gilt,https://github.com/retr0h/gilt,retr0h/gilt
python-git,https://github.com/chidimo/python-git,chidimo/python-git
python-git-info,https://github.com/spapas/python-git-info/,spapas/python-git-info
python-gitlab,https://github.com/python-gitlab/python-gitlab,python-gitlab/python-gitlab
python-gmaps,https://github.com/swistakm/python-gmaps,swistakm/python-gmaps
python-google-spreadsheet,https://github.com/yoavaviram/python-google-spreadsheet,yoavaviram/python-google-spreadsheet
python-graph-core,https://github.com/pmatiello/python-graph,pmatiello/python-graph
python-graphql-client,https://github.com/prodigyeducation/python-graphql-client,prodigyeducation/python-graphql-client
python-grpc-prometheus,https://github.com/zhyon404/python-grpc-prometheus,zhyon404/python-grpc-prometheus
python-gssapi,https://github.com/sigmaris/python-gssapi,sigmaris/python-gssapi
python-gtmetrix,https://github.com/aisayko/python-gtmetrix,aisayko/python-gtmetrix
python-guerrillamail,https://github.com/ncjones/python-guerrillamail,ncjones/python-guerrillamail
python-gvm,https://github.com/greenbone/python-gvm,greenbone/python-gvm
python-hcl2,https://github.com/amplify-education/python-hcl2,amplify-education/python-hcl2
python-helper,https://github.com/SamuelJansen/python_helper/,SamuelJansen/python_helper
python-helpscout-v2,https://github.com/santiher/python-helpscout-v2,santiher/python-helpscout-v2
python-highcharts,https://github.com/kyper-data/python-highcharts,kyper-data/python-highcharts
python-hll,https://github.com/AdRoll/python-hll,AdRoll/python-hll
python-hosts,https://github.com/jonhadfield/python-hosts,jonhadfield/python-hosts
python-http-client,https://github.com/sendgrid/python-http-client,sendgrid/python-http-client
python-i18n,https://github.com/tuvistavie/python-i18n,tuvistavie/python-i18n
python-ics,https://github.com/intrepidcs/python_ics/,intrepidcs/python_ics
python-ilorest-library,https://github.com/HewlettPackard/python-ilorest-library,HewlettPackard/python-ilorest-library
python-interface,https://github.com/ssanderson/interface,ssanderson/interface
python-intervals,https://github.com/AlexandreDecan/python-intervals,AlexandreDecan/python-intervals
python-iptables,https://github.com/ldx/python-iptables,ldx/python-iptables
python-irodsclient,https://github.com/irods/python-irodsclient,irods/python-irodsclient
python-izone,https://github.com/Swamp-Ig/pizone,Swamp-Ig/pizone
python-join-api,https://github.com/nkgilley/python-join-api,nkgilley/python-join-api
python-json-config,https://github.com/janehmueller/python-config,janehmueller/python-config
python-jsonrpc,https://github.com/gerold-penz/python-jsonrpc,gerold-penz/python-jsonrpc
python-jsonrpc-server,https://github.com/palantir/python-jsonrpc-server,palantir/python-jsonrpc-server
python-jss,https://github.com/JSSImporter/python-jss/,JSSImporter/python-jss
python-jwt,https://github.com/davedoesdev/python-jwt,davedoesdev/python-jwt
python-keycloak,https://github.com/marcospereirampj/python-keycloak,marcospereirampj/python-keycloak
python-keycloak-client,https://github.com/Peter-Slump/python-keycloak-client,Peter-Slump/python-keycloak-client
python-lambda,https://github.com/nficano/python-lambda,nficano/python-lambda
python-lambda-local,https://github.com/HDE/python-lambda-local,HDE/python-lambda-local
python-language-server,https://github.com/palantir/python-language-server,palantir/python-language-server
python-libcombine,https://github.com/sbmlteam/libcombine,sbmlteam/libcombine
python-libmaas,https://github.com/maas/python-libmaas,maas/python-libmaas
python-libsedml,https://github.com/fbergmann/libSEDML,fbergmann/libSEDML
python-lichess,https://github.com/cyanfish/python-lichess,cyanfish/python-lichess
python-linq,https://github.com/jakkes/python-linq,jakkes/python-linq
python-logging-loki,https://github.com/greyzmeem/python-logging-loki,greyzmeem/python-logging-loki
python-logstash,https://github.com/vklochan/python-logstash,vklochan/python-logstash
python-logstash-async,https://github.com/eht16/python-logstash-async,eht16/python-logstash-async
python-louvain,https://github.com/taynaud/python-louvain,taynaud/python-louvain
python-lsp-black,https://github.com/python-lsp/python-lsp-black,python-lsp/python-lsp-black
python-lsp-jsonrpc,https://github.com/python-lsp/python-lsp-jsonrpc,python-lsp/python-lsp-jsonrpc
python-lsp-server,https://github.com/python-lsp/python-lsp-server,python-lsp/python-lsp-server
python-lzo,https://github.com/jd-boyd/python-lzo,jd-boyd/python-lzo
python-magento,https://github.com/bernieke/python-magento,bernieke/python-magento
python-makiwich,https://github.com/zostera/python-makiwich,zostera/python-makiwich
python-mandrill-inbound,https://github.com/jpadilla/mandrill-inbound-python,jpadilla/mandrill-inbound-python
python-markdown-math,https://github.com/mitya57/python-markdown-math,mitya57/python-markdown-math
python-mbedtls,https://github.com/Synss/python-mbedtls,Synss/python-mbedtls
python-memcached,https://github.com/linsomniac/python-memcached,linsomniac/python-memcached
python-miio,https://github.com/rytilahti/python-miio,rytilahti/python-miio
python-mimeparse,https://github.com/dbtsai/python-mimeparse,dbtsai/python-mimeparse
python-minifier,https://github.com/dflook/python-minifier,dflook/python-minifier
python-monkey-business,https://github.com/theatlantic/python-monkey-business,theatlantic/python-monkey-business
python-mozaggregator,https://github.com/vitillo/python_mozaggregator,vitillo/python_mozaggregator
python-moztelemetry,https://github.com/mozilla/python_moztelemetry,mozilla/python_moztelemetry
python-mpd2,https://github.com/Mic92/python-mpd2,Mic92/python-mpd2
python-nest,https://github.com/jkoelker/python-nest/,jkoelker/python-nest
python-nginx,https://github.com/peakwinter/python-nginx,peakwinter/python-nginx
python-ntlm3,https://github.com/trustrachel/python-ntlm3,trustrachel/python-ntlm3
python-oauth2,https://github.com/wndhydrnt/python-oauth2,wndhydrnt/python-oauth2
python-openctm,https://github.com/lejafar/python-openctm,lejafar/python-openctm
python-openzwave-mqtt,https://github.com/cgarwood/python-openzwave-mqtt,cgarwood/python-openzwave-mqtt
python-osc,https://github.com/attwad/python-osc,attwad/python-osc
python-otcclient,https://github.com/OpenTelekomCloud/python-otcclient,OpenTelekomCloud/python-otcclient
python-pam,https://github.com/FirefighterBlu3/python-pam,FirefighterBlu3/python-pam
python-pcapng,https://github.com/rshk/python-pcapng,rshk/python-pcapng
python-pcre,https://github.com/awahlig/python-pcre,awahlig/python-pcre
python-picnic-api,https://github.com/MikeBrink/python-picnic-api,MikeBrink/python-picnic-api
python-prtree,https://github.com/atksh/python_prtree,atksh/python_prtree
python-pushover,https://github.com/Thibauth/python-pushover,Thibauth/python-pushover
python-quickbooks,https://github.com/ej2/python-quickbooks,ej2/python-quickbooks
python-rake,https://github.com/fabianvf/python-rake,fabianvf/python-rake
python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,python-rapidjson/python-rapidjson
python-rc,https://github.com/ailisp/python-rc,ailisp/python-rc
python-redis,https://github.com/schlitzered/pyredis,schlitzered/pyredis
python-redis-lock,https://github.com/ionelmc/python-redis-lock,ionelmc/python-redis-lock
python-redis-orm,https://github.com/gh0st-work/python_redis_orm,gh0st-work/python_redis_orm
python-redis-rate-limit,https://github.com/evoluxbr/python-redis-rate-limit,evoluxbr/python-redis-rate-limit
python-redmine,https://github.com/maxtepkeev/python-redmine,maxtepkeev/python-redmine
python-resize-image,https://github.com/VingtCinq/python-resize-image,VingtCinq/python-resize-image
python-rocksdb,https://github.com/twmht/python-rocksdb,twmht/python-rocksdb
python-rtmidi,https://github.com/SpotlightKid/python-rtmidi,SpotlightKid/python-rtmidi
python-saml,https://github.com/onelogin/python-saml,onelogin/python-saml
python-sat,https://github.com/pysathq/pysat,pysathq/pysat
python-schema-registry-client,https://github.com/marcosschroh/python-schema-registry-client,marcosschroh/python-schema-registry-client
python-secrets,https://github.com/davedittrich/python_secrets,davedittrich/python_secrets
python-shell-colors,https://github.com/volodymyrss/python-shell-colors,volodymyrss/python-shell-colors
python-simple-hipchat,https://github.com/kurttheviking/simple-hipchat-py,kurttheviking/simple-hipchat-py
python-simplexml,https://github.com/marcelnicolay/simplexml,marcelnicolay/simplexml
python-slugify,https://github.com/un33k/python-slugify,un33k/python-slugify
python-snap7,https://github.com/gijzelaerr/python-snap7,gijzelaerr/python-snap7
python-social-auth,https://github.com/omab/python-social-auth,omab/python-social-auth
python-socketio,https://github.com/miguelgrinberg/python-socketio,miguelgrinberg/python-socketio
python-socks,https://github.com/romis2012/python-socks,romis2012/python-socks
python-sonarqube-api,https://github.com/shijl0925/python-sonarqube-api,shijl0925/python-sonarqube-api
python-songpal,https://github.com/rytilahti/python-songpal,rytilahti/python-songpal
python-speech-features,https://github.com/jameslyons/python_speech_features,jameslyons/python_speech_features
python-statemachine,https://github.com/fgmacedo/python-statemachine,fgmacedo/python-statemachine
python-statsd,https://github.com/WoLpH/python-statsd,WoLpH/python-statsd
python-status,https://github.com/avinassh/status/,avinassh/status
python-string-utils,https://github.com/daveoncode/python-string-utils,daveoncode/python-string-utils
python-synology,https://github.com/ProtoThis/python-synology,ProtoThis/python-synology
python-tado,https://github.com/wmalgadey/PyTado,wmalgadey/PyTado
python-taiga,https://github.com/nephila/python-taiga,nephila/python-taiga
python-tbk,https://github.com/cornershop/python-tbk,cornershop/python-tbk
python-tds,https://github.com/denisenkom/pytds,denisenkom/pytds
python-telegram,https://github.com/alexander-akhmetov/python-telegram,alexander-akhmetov/python-telegram
python-telnet-vlc,https://github.com/rodripf/python-telnet-vlc,rodripf/python-telnet-vlc
python-ternary,https://github.com/marcharper/python-ternary,marcharper/python-ternary
python-terraform,https://github.com/beelit94/python-terraform,beelit94/python-terraform
python-twitch-client,https://github.com/tsifrer/python-twitch-client,tsifrer/python-twitch-client
python-twitter,https://github.com/bear/python-twitter,bear/python-twitter
python-u2flib-server,https://github.com/Yubico/python-u2flib-server,Yubico/python-u2flib-server
python-ulid,https://github.com/mdomke/python-ulid,mdomke/python-ulid
python-utilities,https://github.com/TheKewlStore/PythonUtilities,TheKewlStore/PythonUtilities
python-utils,https://github.com/WoLpH/python-utils,WoLpH/python-utils
python-vagrant,https://github.com/todddeluca/python-vagrant,todddeluca/python-vagrant
python-velbus,https://github.com/thomasdelaet/python-velbus,thomasdelaet/python-velbus
